"ID","id_10m","lon_10m_point","lat_10m_point","INT_50","Hyperlink","Section","Assessed"
1135,1136,145.710260944624,-16.8597123893552,"","=HYPERLINK(""Frames_for_Analysis/1136_20251008_0002_L_0299.jpg"",""1136_20251008_0002_L_0299.jpg"")","",""
1136,1137,145.710212244488,-16.859784629922,"","=HYPERLINK(""Frames_for_Analysis/1137_20251008_0002_L_0302.jpg"",""1137_20251008_0002_L_0302.jpg"")","",""
1137,1138,145.710163544352,-16.8598568704611,"","=HYPERLINK(""Frames_for_Analysis/1138_20251008_0002_L_0306.jpg"",""1138_20251008_0002_L_0306.jpg"")","",""
1138,1139,145.710114844216,-16.8599291109726,"","=HYPERLINK(""Frames_for_Analysis/1139_20251008_0002_L_0309.jpg"",""1139_20251008_0002_L_0309.jpg"")","",""
1139,1140,145.71006614408,-16.8600013514565,"50","=HYPERLINK(""Frames_for_Analysis/1140_20251008_0002_L_0312.jpg"",""1140_20251008_0002_L_0312.jpg"")","",""
1140,1141,145.710009941765,-16.8600679066872,"","=HYPERLINK(""Frames_for_Analysis/1141_20251008_0002_L_0315.jpg"",""1141_20251008_0002_L_0315.jpg"")","",""
1141,1142,145.709947630876,-16.8601298327576,"","=HYPERLINK(""Frames_for_Analysis/1142_20251008_0002_L_0318.jpg"",""1142_20251008_0002_L_0318.jpg"")","",""
1142,1143,145.709885319987,-16.8601917588078,"","=HYPERLINK(""Frames_for_Analysis/1143_20251008_0002_L_0321.jpg"",""1143_20251008_0002_L_0321.jpg"")","",""
1143,1144,145.709823009098,-16.8602536848376,"","=HYPERLINK(""Frames_for_Analysis/1144_20251008_0002_L_0323.jpg"",""1144_20251008_0002_L_0323.jpg"")","",""
1144,1145,145.709760698208,-16.8603156108471,"50","=HYPERLINK(""Frames_for_Analysis/1145_20251008_0002_L_0326.jpg"",""1145_20251008_0002_L_0326.jpg"")","",""
1145,1146,145.709695349955,-16.8603744965717,"","=HYPERLINK(""Frames_for_Analysis/1146_20251008_0002_L_0329.jpg"",""1146_20251008_0002_L_0329.jpg"")","",""
1146,1147,145.709627912298,-16.8604312908807,"","=HYPERLINK(""Frames_for_Analysis/1147_20251008_0002_L_0332.jpg"",""1147_20251008_0002_L_0332.jpg"")","",""
1147,1148,145.709560474641,-16.8604880851726,"","=HYPERLINK(""Frames_for_Analysis/1148_20251008_0002_L_0335.jpg"",""1148_20251008_0002_L_0335.jpg"")","",""
1148,1149,145.709493036984,-16.8605448794474,"","=HYPERLINK(""Frames_for_Analysis/1149_20251008_0002_L_0338.jpg"",""1149_20251008_0002_L_0338.jpg"")","",""
1149,1150,145.709426117628,-16.8606022121211,"50","=HYPERLINK(""Frames_for_Analysis/1150_20251008_0002_L_0341.jpg"",""1150_20251008_0002_L_0341.jpg"")","",""
1150,1151,145.7093614529,-16.8606618869058,"","=HYPERLINK(""Frames_for_Analysis/1151_20251008_0002_L_0344.jpg"",""1151_20251008_0002_L_0344.jpg"")","",""
1151,1152,145.709296788171,-16.8607215616718,"","=HYPERLINK(""Frames_for_Analysis/1152_20251008_0002_L_0347.jpg"",""1152_20251008_0002_L_0347.jpg"")","",""
1152,1153,145.709232123443,-16.8607812364188,"","=HYPERLINK(""Frames_for_Analysis/1153_20251008_0002_L_0350.jpg"",""1153_20251008_0002_L_0350.jpg"")","",""
1153,1154,145.709167458714,-16.8608409111471,"","=HYPERLINK(""Frames_for_Analysis/1154_20251008_0002_L_0353.jpg"",""1154_20251008_0002_L_0353.jpg"")","",""
1154,1155,145.70910304262,-16.8609008107676,"50","=HYPERLINK(""Frames_for_Analysis/1155_20251008_0002_L_0356.jpg"",""1155_20251008_0002_L_0356.jpg"")","",""
1155,1156,145.709044425457,-16.8609659559995,"","=HYPERLINK(""Frames_for_Analysis/1156_20251008_0002_L_0359.jpg"",""1156_20251008_0002_L_0359.jpg"")","",""
1156,1157,145.708985808295,-16.861031101209,"","=HYPERLINK(""Frames_for_Analysis/1157_20251008_0002_L_0361.jpg"",""1157_20251008_0002_L_0361.jpg"")","",""
1157,1158,145.708927191132,-16.861096246396,"","=HYPERLINK(""Frames_for_Analysis/1158_20251008_0002_L_0364.jpg"",""1158_20251008_0002_L_0364.jpg"")","",""
1158,1159,145.708868573969,-16.8611613915606,"","=HYPERLINK(""Frames_for_Analysis/1159_20251008_0002_L_0367.jpg"",""1159_20251008_0002_L_0367.jpg"")","",""
1159,1160,145.708809956807,-16.8612265367027,"50","=HYPERLINK(""Frames_for_Analysis/1160_20251008_0002_L_0369.jpg"",""1160_20251008_0002_L_0369.jpg"")","",""
1160,1161,145.708751339644,-16.8612916818223,"","=HYPERLINK(""Frames_for_Analysis/1161_20251008_0002_L_0372.jpg"",""1161_20251008_0002_L_0372.jpg"")","",""
1161,1162,145.708694032524,-16.8613578793201,"","=HYPERLINK(""Frames_for_Analysis/1162_20251008_0002_L_0375.jpg"",""1162_20251008_0002_L_0375.jpg"")","",""
1162,1163,145.70863714776,-16.8614244160869,"","=HYPERLINK(""Frames_for_Analysis/1163_20251008_0002_L_0378.jpg"",""1163_20251008_0002_L_0378.jpg"")","",""
1163,1164,145.708580262996,-16.8614909528304,"","=HYPERLINK(""Frames_for_Analysis/1164_20251008_0002_L_0381.jpg"",""1164_20251008_0002_L_0381.jpg"")","",""
1164,1165,145.708523378231,-16.8615574895505,"50","=HYPERLINK(""Frames_for_Analysis/1165_20251008_0002_L_0384.jpg"",""1165_20251008_0002_L_0384.jpg"")","",""
1165,1166,145.708455104083,-16.8616133518051,"","=HYPERLINK(""Frames_for_Analysis/1166_20251008_0002_L_0387.jpg"",""1166_20251008_0002_L_0387.jpg"")","",""
1166,1167,145.708386781437,-16.8616691685896,"","=HYPERLINK(""Frames_for_Analysis/1167_20251008_0002_L_0390.jpg"",""1167_20251008_0002_L_0390.jpg"")","",""
1167,1168,145.70831845879,-16.8617249853576,"","=HYPERLINK(""Frames_for_Analysis/1168_20251008_0002_L_0393.jpg"",""1168_20251008_0002_L_0393.jpg"")","",""
1168,1169,145.708250136144,-16.8617808021091,"","=HYPERLINK(""Frames_for_Analysis/1169_20251008_0002_L_0395.jpg"",""1169_20251008_0002_L_0395.jpg"")","",""
1169,1170,145.708181813498,-16.8618366188442,"50","=HYPERLINK(""Frames_for_Analysis/1170_20251008_0002_L_0398.jpg"",""1170_20251008_0002_L_0398.jpg"")","",""
1170,1171,145.708113490852,-16.8618924355628,"","=HYPERLINK(""Frames_for_Analysis/1171_20251008_0002_L_0401.jpg"",""1171_20251008_0002_L_0401.jpg"")","",""
1171,1172,145.708045168205,-16.8619482522649,"","=HYPERLINK(""Frames_for_Analysis/1172_20251008_0002_L_0405.jpg"",""1172_20251008_0002_L_0405.jpg"")","",""
1172,1173,145.707975805766,-16.8620028783205,"","=HYPERLINK(""Frames_for_Analysis/1173_20251008_0002_L_0408.jpg"",""1173_20251008_0002_L_0408.jpg"")","",""
1173,1174,145.707906280021,-16.8620573173644,"","=HYPERLINK(""Frames_for_Analysis/1174_20251008_0002_L_0411.jpg"",""1174_20251008_0002_L_0411.jpg"")","",""
1174,1175,145.707836754276,-16.8621117563927,"50","=HYPERLINK(""Frames_for_Analysis/1175_20251008_0002_L_0414.jpg"",""1175_20251008_0002_L_0414.jpg"")","",""
1175,1176,145.707767228531,-16.8621661954053,"","=HYPERLINK(""Frames_for_Analysis/1176_20251008_0002_L_0417.jpg"",""1176_20251008_0002_L_0417.jpg"")","",""
1176,1177,145.707697702786,-16.8622206344022,"","=HYPERLINK(""Frames_for_Analysis/1177_20251008_0002_L_0419.jpg"",""1177_20251008_0002_L_0419.jpg"")","",""
1177,1178,145.707627720396,-16.8622745187789,"","=HYPERLINK(""Frames_for_Analysis/1178_20251008_0002_L_0422.jpg"",""1178_20251008_0002_L_0422.jpg"")","",""
1178,1179,145.707556152329,-16.8623264773048,"","=HYPERLINK(""Frames_for_Analysis/1179_20251008_0002_L_0424.jpg"",""1179_20251008_0002_L_0424.jpg"")","",""
1179,1180,145.707484584263,-16.8623784358164,"50","=HYPERLINK(""Frames_for_Analysis/1180_20251008_0002_L_0426.jpg"",""1180_20251008_0002_L_0426.jpg"")","",""
1180,1181,145.707413016196,-16.8624303943137,"","=HYPERLINK(""Frames_for_Analysis/1181_20251008_0002_L_0429.jpg"",""1181_20251008_0002_L_0429.jpg"")","",""
1181,1182,145.707341448129,-16.8624823527967,"","=HYPERLINK(""Frames_for_Analysis/1182_20251008_0002_L_0432.jpg"",""1182_20251008_0002_L_0432.jpg"")","",""
1182,1183,145.7072635214,-16.8625216163673,"","=HYPERLINK(""Frames_for_Analysis/1183_20251008_0002_L_0434.jpg"",""1183_20251008_0002_L_0434.jpg"")","",""
1183,1184,145.707186047117,-16.8625570171562,"","=HYPERLINK(""Frames_for_Analysis/1184_20251008_0002_L_0437.jpg"",""1184_20251008_0002_L_0437.jpg"")","",""
1184,1185,145.707129399969,-16.8626237389081,"50","=HYPERLINK(""Frames_for_Analysis/1185_20251008_0002_L_0440.jpg"",""1185_20251008_0002_L_0440.jpg"")","",""
1185,1186,145.70707275282,-16.8626904606364,"","=HYPERLINK(""Frames_for_Analysis/1186_20251008_0002_L_0443.jpg"",""1186_20251008_0002_L_0443.jpg"")","",""
1186,1187,145.707004584557,-16.8627447006082,"","=HYPERLINK(""Frames_for_Analysis/1187_20251008_0002_L_0447.jpg"",""1187_20251008_0002_L_0447.jpg"")","",""
1187,1188,145.706928407599,-16.8627902641151,"","=HYPERLINK(""Frames_for_Analysis/1188_20251008_0002_L_0450.jpg"",""1188_20251008_0002_L_0450.jpg"")","",""
1188,1189,145.706852230641,-16.862835827611,"","=HYPERLINK(""Frames_for_Analysis/1189_20251008_0002_L_0453.jpg"",""1189_20251008_0002_L_0453.jpg"")","",""
1189,1190,145.706776053683,-16.8628813910959,"50","=HYPERLINK(""Frames_for_Analysis/1190_20251008_0002_L_0456.jpg"",""1190_20251008_0002_L_0456.jpg"")","",""
1190,1191,145.706703523625,-16.8629320445356,"","=HYPERLINK(""Frames_for_Analysis/1191_20251008_0002_L_0460.jpg"",""1191_20251008_0002_L_0460.jpg"")","",""
1191,1192,145.706631658407,-16.8629836258768,"","=HYPERLINK(""Frames_for_Analysis/1192_20251008_0002_L_0464.jpg"",""1192_20251008_0002_L_0464.jpg"")","",""
1192,1193,145.706559793189,-16.8630352072038,"","=HYPERLINK(""Frames_for_Analysis/1193_20251008_0002_L_0466.jpg"",""1193_20251008_0002_L_0466.jpg"")","",""
1193,1194,145.706487927971,-16.8630867885169,"","=HYPERLINK(""Frames_for_Analysis/1194_20251008_0002_L_0469.jpg"",""1194_20251008_0002_L_0469.jpg"")","",""
1194,1195,145.706414043833,-16.8631351636129,"50","=HYPERLINK(""Frames_for_Analysis/1195_20251008_0002_L_0471.jpg"",""1195_20251008_0002_L_0471.jpg"")","",""
1195,1196,145.706332813803,-16.8631718728494,"","=HYPERLINK(""Frames_for_Analysis/1196_20251008_0002_L_0473.jpg"",""1196_20251008_0002_L_0473.jpg"")","",""
1196,1197,145.706251583772,-16.8632085820787,"","=HYPERLINK(""Frames_for_Analysis/1197_20251008_0002_L_0477.jpg"",""1197_20251008_0002_L_0477.jpg"")","",""
1197,1198,145.706170353742,-16.8632452913009,"","=HYPERLINK(""Frames_for_Analysis/1198_20251008_0002_L_0479.jpg"",""1198_20251008_0002_L_0479.jpg"")","",""
1198,1199,145.706089123712,-16.863282000516,"","=HYPERLINK(""Frames_for_Analysis/1199_20251008_0002_L_0482.jpg"",""1199_20251008_0002_L_0482.jpg"")","",""
1199,1200,145.706007893681,-16.863318709724,"50","=HYPERLINK(""Frames_for_Analysis/1200_20251008_0002_L_0485.jpg"",""1200_20251008_0002_L_0485.jpg"")","",""
1200,1201,145.705923983286,-16.8633493666055,"","=HYPERLINK(""Frames_for_Analysis/1201_20251008_0002_L_0488.jpg"",""1201_20251008_0002_L_0488.jpg"")","",""
1201,1202,145.705839928158,-16.863379696673,"","=HYPERLINK(""Frames_for_Analysis/1202_20251008_0002_L_0491.jpg"",""1202_20251008_0002_L_0491.jpg"")","",""
1202,1203,145.70575587303,-16.8634100267357,"","=HYPERLINK(""Frames_for_Analysis/1203_20251008_0002_L_0494.jpg"",""1203_20251008_0002_L_0494.jpg"")","",""
1203,1204,145.705671817902,-16.8634403567934,"","=HYPERLINK(""Frames_for_Analysis/1204_20251008_0002_L_0496.jpg"",""1204_20251008_0002_L_0496.jpg"")","",""
1204,1205,145.705587762774,-16.8634706868463,"50","=HYPERLINK(""Frames_for_Analysis/1205_20251008_0002_L_0500.jpg"",""1205_20251008_0002_L_0500.jpg"")","",""
1205,1206,145.705503707646,-16.8635010168944,"","=HYPERLINK(""Frames_for_Analysis/1206_20251008_0002_L_0503.jpg"",""1206_20251008_0002_L_0503.jpg"")","",""
1206,1207,145.705419652518,-16.8635313469376,"","=HYPERLINK(""Frames_for_Analysis/1207_20251008_0002_L_0505.jpg"",""1207_20251008_0002_L_0505.jpg"")","",""
1207,1208,145.70533559739,-16.8635616769759,"","=HYPERLINK(""Frames_for_Analysis/1208_20251008_0002_L_0508.jpg"",""1208_20251008_0002_L_0508.jpg"")","",""
1208,1209,145.705251548819,-16.8635920236359,"","=HYPERLINK(""Frames_for_Analysis/1209_20251008_0002_L_0512.jpg"",""1209_20251008_0002_L_0512.jpg"")","",""
1209,1210,145.705167513904,-16.8636224049186,"50","=HYPERLINK(""Frames_for_Analysis/1210_20251008_0002_L_0515.jpg"",""1210_20251008_0002_L_0515.jpg"")","",""
1210,1211,145.705083478989,-16.8636527861964,"","=HYPERLINK(""Frames_for_Analysis/1211_20251008_0002_L_0518.jpg"",""1211_20251008_0002_L_0518.jpg"")","",""
1211,1212,145.704999444074,-16.8636831674694,"","=HYPERLINK(""Frames_for_Analysis/1212_20251008_0002_L_0521.jpg"",""1212_20251008_0002_L_0521.jpg"")","",""
1212,1213,145.704915409159,-16.8637135487374,"","=HYPERLINK(""Frames_for_Analysis/1213_20251008_0002_L_0525.jpg"",""1213_20251008_0002_L_0525.jpg"")","",""
1213,1214,145.704831374244,-16.8637439300006,"","=HYPERLINK(""Frames_for_Analysis/1214_20251008_0002_L_0529.jpg"",""1214_20251008_0002_L_0529.jpg"")","",""
1214,1215,145.70474733933,-16.8637743112588,"50","=HYPERLINK(""Frames_for_Analysis/1215_20251008_0002_L_0533.jpg"",""1215_20251008_0002_L_0533.jpg"")","",""
1215,1216,145.704665173648,-16.8638090479029,"","=HYPERLINK(""Frames_for_Analysis/1216_20251008_0002_L_0536.jpg"",""1216_20251008_0002_L_0536.jpg"")","",""
1216,1217,145.704583084611,-16.8638439631274,"","=HYPERLINK(""Frames_for_Analysis/1217_20251008_0002_L_0539.jpg"",""1217_20251008_0002_L_0539.jpg"")","",""
1217,1218,145.7044998842,-16.8638761360894,"","=HYPERLINK(""Frames_for_Analysis/1218_20251008_0002_L_0542.jpg"",""1218_20251008_0002_L_0542.jpg"")","",""
1218,1219,145.704414662509,-16.8639033216478,"","=HYPERLINK(""Frames_for_Analysis/1219_20251008_0002_L_0545.jpg"",""1219_20251008_0002_L_0545.jpg"")","",""
1219,1220,145.704329440819,-16.8639305072022,"50","=HYPERLINK(""Frames_for_Analysis/1220_20251008_0002_L_0548.jpg"",""1220_20251008_0002_L_0548.jpg"")","",""
1220,1221,145.704244219128,-16.8639576927528,"","=HYPERLINK(""Frames_for_Analysis/1221_20251008_0002_L_0552.jpg"",""1221_20251008_0002_L_0552.jpg"")","",""
1221,1222,145.704165175626,-16.8639969672418,"","=HYPERLINK(""Frames_for_Analysis/1222_20251008_0002_L_0556.jpg"",""1222_20251008_0002_L_0556.jpg"")","",""
1222,1223,145.704090431293,-16.8640446539591,"","=HYPERLINK(""Frames_for_Analysis/1223_20251008_0002_L_0559.jpg"",""1223_20251008_0002_L_0559.jpg"")","",""
1223,1224,145.704015686961,-16.8640923406644,"","=HYPERLINK(""Frames_for_Analysis/1224_20251008_0002_L_0563.jpg"",""1224_20251008_0002_L_0563.jpg"")","",""
1224,1225,145.703940942628,-16.8641400273576,"50","=HYPERLINK(""Frames_for_Analysis/1225_20251008_0002_L_0565.jpg"",""1225_20251008_0002_L_0565.jpg"")","",""
1225,1226,145.703866198295,-16.8641877140388,"","=HYPERLINK(""Frames_for_Analysis/1226_20251008_0002_L_0568.jpg"",""1226_20251008_0002_L_0568.jpg"")","",""
1226,1227,145.703791453963,-16.864235400708,"","=HYPERLINK(""Frames_for_Analysis/1227_20251008_0002_L_0572.jpg"",""1227_20251008_0002_L_0572.jpg"")","",""
1227,1228,145.703717910986,-16.8642847056471,"","=HYPERLINK(""Frames_for_Analysis/1228_20251008_0002_L_0575.jpg"",""1228_20251008_0002_L_0575.jpg"")","",""
1228,1229,145.703646256092,-16.8643365539052,"","=HYPERLINK(""Frames_for_Analysis/1229_20251008_0002_L_0578.jpg"",""1229_20251008_0002_L_0578.jpg"")","",""
1229,1230,145.703574601198,-16.864388402149,"50","=HYPERLINK(""Frames_for_Analysis/1230_20251008_0002_L_0581.jpg"",""1230_20251008_0002_L_0581.jpg"")","",""
1230,1231,145.703502946303,-16.8644402503787,"","=HYPERLINK(""Frames_for_Analysis/1231_20251008_0002_L_0585.jpg"",""1231_20251008_0002_L_0585.jpg"")","",""
1231,1232,145.703431291409,-16.8644920985941,"","=HYPERLINK(""Frames_for_Analysis/1232_20251008_0002_L_0589.jpg"",""1232_20251008_0002_L_0589.jpg"")","",""
1232,1233,145.703359636515,-16.8645439467953,"","=HYPERLINK(""Frames_for_Analysis/1233_20251008_0002_L_0592.jpg"",""1233_20251008_0002_L_0592.jpg"")","",""
1233,1234,145.703287981621,-16.8645957949823,"","=HYPERLINK(""Frames_for_Analysis/1234_20251008_0002_L_0596.jpg"",""1234_20251008_0002_L_0596.jpg"")","",""
1234,1235,145.70321547616,-16.8646465356663,"50","=HYPERLINK(""Frames_for_Analysis/1235_20251008_0002_L_0599.jpg"",""1235_20251008_0002_L_0599.jpg"")","",""
1235,1236,145.703142377194,-16.8646965035568,"","=HYPERLINK(""Frames_for_Analysis/1236_20251008_0002_L_0602.jpg"",""1236_20251008_0002_L_0602.jpg"")","",""
1236,1237,145.703069278228,-16.8647464714341,"","=HYPERLINK(""Frames_for_Analysis/1237_20251008_0002_L_0605.jpg"",""1237_20251008_0002_L_0605.jpg"")","",""
1237,1238,145.702996179262,-16.8647964392982,"","=HYPERLINK(""Frames_for_Analysis/1238_20251008_0002_L_0608.jpg"",""1238_20251008_0002_L_0608.jpg"")","",""
1238,1239,145.702924935674,-16.8648476321769,"","=HYPERLINK(""Frames_for_Analysis/1239_20251008_0002_L_0610.jpg"",""1239_20251008_0002_L_0610.jpg"")","",""
1239,1240,145.702902074131,-16.8649307696483,"50","=HYPERLINK(""Frames_for_Analysis/1240_20251008_0002_L_0613.jpg"",""1240_20251008_0002_L_0613.jpg"")","",""
1240,1241,145.702879212589,-16.8650139070833,"","=HYPERLINK(""Frames_for_Analysis/1241_20251008_0002_L_0615.jpg"",""1241_20251008_0002_L_0615.jpg"")","",""
1241,1242,145.70284535865,-16.8650924683246,"","=HYPERLINK(""Frames_for_Analysis/1242_20251008_0002_L_0618.jpg"",""1242_20251008_0002_L_0618.jpg"")","",""
1242,1243,145.702797389262,-16.8651651532453,"","=HYPERLINK(""Frames_for_Analysis/1243_20251008_0002_L_0621.jpg"",""1243_20251008_0002_L_0621.jpg"")","",""
1243,1244,145.702749419875,-16.865237838138,"","=HYPERLINK(""Frames_for_Analysis/1244_20251008_0002_L_0624.jpg"",""1244_20251008_0002_L_0624.jpg"")","",""
1244,1245,145.702701450488,-16.8653105230028,"50","=HYPERLINK(""Frames_for_Analysis/1245_20251008_0002_L_0626.jpg"",""1245_20251008_0002_L_0626.jpg"")","",""
1245,1246,145.7026534811,-16.8653832078397,"","=HYPERLINK(""Frames_for_Analysis/1246_20251008_0002_L_0630.jpg"",""1246_20251008_0002_L_0630.jpg"")","",""
1246,1247,145.702605511713,-16.8654558926486,"","=HYPERLINK(""Frames_for_Analysis/1247_20251008_0002_L_0633.jpg"",""1247_20251008_0002_L_0633.jpg"")","",""
1247,1248,145.702558047508,-16.8655288782355,"","=HYPERLINK(""Frames_for_Analysis/1248_20251008_0002_L_0636.jpg"",""1248_20251008_0002_L_0636.jpg"")","",""
1248,1249,145.702511104859,-16.8656021743504,"","=HYPERLINK(""Frames_for_Analysis/1249_20251008_0002_L_0639.jpg"",""1249_20251008_0002_L_0639.jpg"")","",""
1249,1250,145.702464162211,-16.8656754704368,"50","=HYPERLINK(""Frames_for_Analysis/1250_20251008_0002_L_0642.jpg"",""1250_20251008_0002_L_0642.jpg"")","",""
1250,1251,145.702417219563,-16.8657487664948,"","=HYPERLINK(""Frames_for_Analysis/1251_20251008_0002_L_0646.jpg"",""1251_20251008_0002_L_0646.jpg"")","",""
1251,1252,145.702370276914,-16.8658220625244,"","=HYPERLINK(""Frames_for_Analysis/1252_20251008_0002_L_0649.jpg"",""1252_20251008_0002_L_0649.jpg"")","",""
1252,1253,145.702324038074,-16.8658957651467,"","=HYPERLINK(""Frames_for_Analysis/1253_20251008_0002_L_0652.jpg"",""1253_20251008_0002_L_0652.jpg"")","",""
1253,1254,145.702278127435,-16.8659696573569,"","=HYPERLINK(""Frames_for_Analysis/1254_20251008_0002_L_0656.jpg"",""1254_20251008_0002_L_0656.jpg"")","",""
1254,1255,145.702232216796,-16.8660435495382,"50","=HYPERLINK(""Frames_for_Analysis/1255_20251008_0002_L_0659.jpg"",""1255_20251008_0002_L_0659.jpg"")","",""
1255,1256,145.702186306157,-16.8661174416906,"","=HYPERLINK(""Frames_for_Analysis/1256_20251008_0002_L_0663.jpg"",""1256_20251008_0002_L_0663.jpg"")","",""
1256,1257,145.702140395519,-16.8661913338141,"","=HYPERLINK(""Frames_for_Analysis/1257_20251008_0002_L_0665.jpg"",""1257_20251008_0002_L_0665.jpg"")","",""
1257,1258,145.70209448488,-16.8662652259088,"","=HYPERLINK(""Frames_for_Analysis/1258_20251008_0002_L_0668.jpg"",""1258_20251008_0002_L_0668.jpg"")","",""
1258,1259,145.702045487357,-16.8663372784828,"","=HYPERLINK(""Frames_for_Analysis/1259_20251008_0002_L_0671.jpg"",""1259_20251008_0002_L_0671.jpg"")","",""
1259,1260,145.701996450058,-16.8664093073262,"50","=HYPERLINK(""Frames_for_Analysis/1260_20251008_0002_L_0674.jpg"",""1260_20251008_0002_L_0674.jpg"")","",""
1260,1261,145.701947412759,-16.866481336142,"","=HYPERLINK(""Frames_for_Analysis/1261_20251008_0002_L_0676.jpg"",""1261_20251008_0002_L_0676.jpg"")","",""
1261,1262,145.701898375459,-16.8665533649305,"","=HYPERLINK(""Frames_for_Analysis/1262_20251008_0002_L_0678.jpg"",""1262_20251008_0002_L_0678.jpg"")","",""
1262,1263,145.70184933816,-16.8666253936915,"","=HYPERLINK(""Frames_for_Analysis/1263_20251008_0002_L_0681.jpg"",""1263_20251008_0002_L_0681.jpg"")","",""
1263,1264,145.701800300861,-16.866697422425,"","=HYPERLINK(""Frames_for_Analysis/1264_20251008_0002_L_0683.jpg"",""1264_20251008_0002_L_0683.jpg"")","",""
1264,1265,145.701751263561,-16.8667694511311,"50","=HYPERLINK(""Frames_for_Analysis/1265_20251008_0002_L_0686.jpg"",""1265_20251008_0002_L_0686.jpg"")","",""
1265,1266,145.701702226262,-16.8668414798097,"","=HYPERLINK(""Frames_for_Analysis/1266_20251008_0002_L_0689.jpg"",""1266_20251008_0002_L_0689.jpg"")","",""
1266,1267,145.701653188962,-16.8669135084609,"","=HYPERLINK(""Frames_for_Analysis/1267_20251008_0002_L_0692.jpg"",""1267_20251008_0002_L_0692.jpg"")","",""
1267,1268,145.701604151663,-16.8669855370846,"","=HYPERLINK(""Frames_for_Analysis/1268_20251008_0002_L_0695.jpg"",""1268_20251008_0002_L_0695.jpg"")","",""
1268,1269,145.701555159773,-16.8670575939598,"","=HYPERLINK(""Frames_for_Analysis/1269_20251008_0002_L_0698.jpg"",""1269_20251008_0002_L_0698.jpg"")","",""
1269,1270,145.701506202645,-16.8671296724564,"50","=HYPERLINK(""Frames_for_Analysis/1270_20251008_0002_L_0700.jpg"",""1270_20251008_0002_L_0700.jpg"")","",""
1270,1271,145.701457245517,-16.8672017509256,"","=HYPERLINK(""Frames_for_Analysis/1271_20251008_0002_L_0704.jpg"",""1271_20251008_0002_L_0704.jpg"")","",""
1271,1272,145.701408288389,-16.8672738293672,"","=HYPERLINK(""Frames_for_Analysis/1272_20251008_0002_L_0707.jpg"",""1272_20251008_0002_L_0707.jpg"")","",""
1272,1273,145.701359331262,-16.8673459077814,"","=HYPERLINK(""Frames_for_Analysis/1273_20251008_0002_L_0711.jpg"",""1273_20251008_0002_L_0711.jpg"")","",""
1273,1274,145.701310374134,-16.867417986168,"","=HYPERLINK(""Frames_for_Analysis/1274_20251008_0002_L_0714.jpg"",""1274_20251008_0002_L_0714.jpg"")","",""
1274,1275,145.70126184398,-16.8674903237523,"50","=HYPERLINK(""Frames_for_Analysis/1275_20251008_0002_L_0717.jpg"",""1275_20251008_0002_L_0717.jpg"")","",""
1275,1276,145.701214560696,-16.8675634183112,"","=HYPERLINK(""Frames_for_Analysis/1276_20251008_0002_L_0720.jpg"",""1276_20251008_0002_L_0720.jpg"")","",""
1276,1277,145.701167277412,-16.8676365128419,"","=HYPERLINK(""Frames_for_Analysis/1277_20251008_0002_L_0722.jpg"",""1277_20251008_0002_L_0722.jpg"")","",""
1277,1278,145.701119994128,-16.8677096073442,"","=HYPERLINK(""Frames_for_Analysis/1278_20251008_0002_L_0725.jpg"",""1278_20251008_0002_L_0725.jpg"")","",""
1278,1279,145.701070195783,-16.8677811551727,"","=HYPERLINK(""Frames_for_Analysis/1279_20251008_0002_L_0728.jpg"",""1279_20251008_0002_L_0728.jpg"")","",""
1279,1280,145.701017775677,-16.867844228152,"50","=HYPERLINK(""Frames_for_Analysis/1280_20251008_0002_L_0730.jpg"",""1280_20251008_0002_L_0730.jpg"")","",""
1280,1281,145.700935475871,-16.8678097710723,"","=HYPERLINK(""Frames_for_Analysis/1281_20251008_0002_L_0731.jpg"",""1281_20251008_0002_L_0731.jpg"")","",""
1281,1282,145.700853176065,-16.8677753139863,"","=HYPERLINK(""Frames_for_Analysis/1282_20251008_0002_L_0733.jpg"",""1282_20251008_0002_L_0733.jpg"")","",""
1282,1283,145.700782539661,-16.8678113114096,"","=HYPERLINK(""Frames_for_Analysis/1283_20251008_0002_L_0735.jpg"",""1283_20251008_0002_L_0735.jpg"")","",""
1283,1284,145.700717208009,-16.8678700865835,"","=HYPERLINK(""Frames_for_Analysis/1284_20251008_0002_L_0738.jpg"",""1284_20251008_0002_L_0738.jpg"")","",""
1284,1285,145.700660323046,-16.8679366209026,"50","=HYPERLINK(""Frames_for_Analysis/1285_20251008_0002_L_0741.jpg"",""1285_20251008_0002_L_0741.jpg"")","",""
1285,1286,145.700602610034,-16.8680024793241,"","=HYPERLINK(""Frames_for_Analysis/1286_20251008_0002_L_0744.jpg"",""1286_20251008_0002_L_0744.jpg"")","",""
1286,1287,145.700542929278,-16.8680667316028,"","=HYPERLINK(""Frames_for_Analysis/1287_20251008_0002_L_0746.jpg"",""1287_20251008_0002_L_0746.jpg"")","",""
1287,1288,145.700483248522,-16.8681309838596,"","=HYPERLINK(""Frames_for_Analysis/1288_20251008_0002_L_0749.jpg"",""1288_20251008_0002_L_0749.jpg"")","",""
1288,1289,145.700423567767,-16.8681952360946,"","=HYPERLINK(""Frames_for_Analysis/1289_20251008_0002_L_0751.jpg"",""1289_20251008_0002_L_0751.jpg"")","",""
